city_id,date_updated,lat,lon,city_name,date,humidity,wind_sp,cloudiness,prob_preci,uv_index,day_temp,day_temp_feels,rain
15759375,2022-01-02,43.4832523,-1.5592776,Biarritz,1641297600,78,10.62,100,1,1.26,13.63,13.09,17.66
15759375,2022-01-02,43.4832523,-1.5592776,Biarritz,1641384000,58,13.33,100,1,1.07,8.42,5,9.77
15759375,2022-01-02,43.4832523,-1.5592776,Biarritz,1641470400,62,2.45,10,0.49,1.35,7.01,5.69,0.17
15759375,2022-01-02,43.4832523,-1.5592776,Biarritz,1641556800,72,9.04,92,1,2,11.84,10.96,7.9
15759375,2022-01-02,43.4832523,-1.5592776,Biarritz,1641643200,76,7.6,72,1,2,10.79,9.91,7.01
15759375,2022-01-02,43.4832523,-1.5592776,Biarritz,1641729600,80,11.39,100,1,2,11.78,11.1,20.85
15548981,2022-01-02,43.4933379,-1.475099,Bayonne,1641211200,71,3.31,100,0,1.31,15.14,14.56,0
15548981,2022-01-02,43.4933379,-1.475099,Bayonne,1641297600,75,9.69,100,1,1.36,13.89,13.29,17.46
15548981,2022-01-02,43.4933379,-1.475099,Bayonne,1641384000,57,12.29,99,1,1,8.42,5.23,9.45
15548981,2022-01-02,43.4933379,-1.475099,Bayonne,1641470400,61,2.14,7,0.48,1.35,7.09,5.96,0
15548981,2022-01-02,43.4933379,-1.475099,Bayonne,1641556800,73,7.7,94,1,2,11.44,10.55,7.71
15548981,2022-01-02,43.4933379,-1.475099,Bayonne,1641643200,76,6.45,77,1,2,10.86,9.99,6.98
15548981,2022-01-02,43.4933379,-1.475099,Bayonne,1641729600,81,10.67,100,1,2,11.67,11.01,19.97
123543,2022-01-02,46.1591126,-1.1520434,La Rochelle,1641211200,88,9.79,100,0.23,0.99,12.68,12.3,0
123543,2022-01-02,46.1591126,-1.1520434,La Rochelle,1641297600,82,10.67,97,0.78,0.78,10.2,9.42,2.35
123543,2022-01-02,46.1591126,-1.1520434,La Rochelle,1641384000,64,12.69,6,0.83,0.86,6.94,2.96,2.32
123543,2022-01-02,46.1591126,-1.1520434,La Rochelle,1641470400,68,4.96,1,0,1.07,5.55,3.56,0
123543,2022-01-02,46.1591126,-1.1520434,La Rochelle,1641556800,77,8.42,76,1,2,10.44,9.55,3.1
123543,2022-01-02,46.1591126,-1.1520434,La Rochelle,1641643200,81,15.36,99,1,2,10.76,10.01,6.47
123543,2022-01-02,46.1591126,-1.1520434,La Rochelle,1641729600,76,12.12,100,1,2,10.16,9.22,7.49
